id,hits_index_0,hits_index_1
1093,0.00010591387717392962,2.8789168750527604e-06
1094,2.586527111298685e-07,0.0
1095,0.0,2.0230391388214764e-206
1096,1.9558902694036402e-208,2.0230391388214764e-206
1097,3.904012243829304e-08,2.1574811434266883e-09
1098,0.00012446490450929848,8.970375022813041e-06
1100,2.583764516447572e-07,1.886348013275437e-07
1101,4.5022343334905994e-05,8.371794034203079e-06
1102,6.785857533538193e-226,0.0
1103,0.0002483279347478398,0.00017012239253566235
1105,2.0093568033843577e-05,2.141962764951642e-05
1106,5.9391871664646205e-05,3.9010481905222406e-05
1107,1.8779663830110003e-05,2.9914232788961026e-05
1108,6.4216152000786145e-09,1.0729913904497826e-09
1109,4.683847078454225e-05,6.881429179968951e-07
1110,7.47985428701483e-08,2.7494781974162655e-09
1111,5.2210775743747616e-05,2.8584154647933588e-05
1112,1.5250069335947661e-05,2.5071458067892625e-05
1113,0.0,0.0003508658671161249
1114,2.002559339026258e-05,1.8239809166903419e-06
1115,1.0037778814240145e-08,9.17660594778172e-06
1116,6.785857533538193e-226,0.0
1117,7.757011655233793e-08,0.0
1118,1.7283420991789288e-05,2.3906947070787656e-05
1119,4.02720867551002e-07,4.296467179347094e-07
1121,1.046838428649208e-06,8.926958371278881e-11
1122,0.00027819177539203607,0.0001930297966604446
1123,4.097741349111373e-05,2.6332213731425263e-05
1124,2.7608178716194605e-05,1.0144987901311385e-06
1125,2.4565197475369352e-05,9.626017471170566e-06
1126,5.735135010964329e-05,3.6078023650190167e-05
1127,0.00030912650960310647,1.5108846365572277e-05
1128,7.456834855207069e-08,8.871660859889971e-08
1129,1.5388919450582475e-08,7.442631193531534e-06
1130,9.728395080097166e-06,2.9290957266752386e-06
1131,0.0002900913019206118,9.204400498787879e-05
1132,3.7905608175388255e-05,5.590003848827586e-05
1133,6.36957523304877e-05,3.150326728383906e-05
1134,3.4188836707659133e-06,7.293202648195809e-07
1135,3.367760938475642e-05,1.5553186818091475e-05
1136,6.448565454325706e-08,1.458701163544485e-06
1137,1.1825907803116619e-07,3.4455864082809535e-07
1138,0.0002886866960842701,0.00016508750428830457
1140,1.4413047153670212e-07,6.485892219206453e-07
1141,4.858891113519021e-06,1.1641118611627355e-07
1142,3.870544141641315e-05,0.0
1143,5.472911959636279e-05,8.157263304333245e-05
1144,7.765079557970555e-05,2.8171753839041522e-05
1145,2.2635835852429113e-05,6.165271889969461e-05
1146,2.755733543816655e-09,0.0
1147,8.487023283886148e-07,0.0
1148,7.301073731582776e-07,0.0
1149,0.00011185867770480583,2.526675920288941e-06
1150,9.661977309559304e-06,2.526675920288941e-06
1151,4.696488512999086e-08,6.711162418523378e-08
1152,1.3340737262401483e-10,9.793826288981955e-11
1153,5.563100966428126e-11,0.0
1154,1.8116031384326898e-09,0.0
1155,1.3420114782944598e-08,4.221232438586972e-10
1156,2.2998246944097957e-08,1.2951014416194114e-10
1157,2.3252796046818958e-05,1.0621591065788131e-05
1158,2.3789598000250924e-07,1.467791788886032e-06
1159,5.1338249256608635e-05,0.00027733040346989064
1160,0.0,3.067458169777233e-06
1161,1.6576816098859056e-05,1.094991313364805e-05
1162,1.8356224146897786e-07,2.376747092681467e-09
1163,1.5476955022747095e-07,5.264271433069162e-09
1164,5.435424574770746e-08,4.213711845651487e-09
1165,1.8783678559579676e-05,1.4404515483282097e-05
1166,2.7655979976381438e-05,2.219655787110604e-05
1167,1.9876756710745365e-05,3.659725210731546e-05
1168,6.624788015070865e-05,1.855207519579978e-05
1169,2.1321573754441772e-05,5.204904729069135e-06
1170,5.862067436187576e-05,1.2688517767981306e-05
1171,3.725539708518115e-08,1.7950390113803628e-07
1172,1.4450547122833245e-07,4.561331234296886e-09
1173,3.2478117546214945e-06,3.400809391303389e-06
1174,9.156375985100741e-08,4.742604770885793e-09
1175,8.731595129253194e-08,1.9619235283099743e-08
1176,2.675938359398084e-06,8.03465725117315e-06
1177,0.00025886387986608685,8.326867118430248e-05
1178,5.4505345189887715e-05,0.00014228004153108524
1179,0.00014278558287541933,3.6587005654847176e-05
1180,9.052124745609683e-05,3.227973658318672e-05
1181,0.0,1.4037653947734072e-223
1182,1.834987198470773e-05,4.77922114045547e-05
1183,5.793522709978895e-05,3.348209434798856e-05
1184,4.74774408079398e-05,4.144663238510034e-05
1185,1.2660300738195885e-07,3.8139709153340994e-08
1186,0.00012078612927030581,0.0
1187,1.2795117165852357e-10,0.0
1188,8.876262075208948e-08,4.4211327910009967e-07
1189,2.8986878597260304e-05,4.8106972469014e-05
1190,0.0002487060294083836,3.533768387263455e-05
1191,1.235605023137796e-168,3.317042063701894e-167
1192,0.0002719075608085836,0.00037659518051033115
1193,0.00025478358664468955,0.00010519613492231128
1194,1.0114716917071907e-05,0.0
1195,9.420974892206971e-08,7.108387148190512e-06
1196,1.362747156508754e-13,9.028133416287088e-12
1197,4.358475692954317e-05,0.00043204218142719905
1198,4.5476771848249035e-05,8.583980242864295e-06
1199,1.1060950438893496e-05,3.388836863557328e-05
1200,8.360702644739293e-05,7.274479568332453e-05
1201,4.721180167058105e-05,5.972950917623245e-05
1202,4.5747183618212105e-07,2.068880608088649e-07
1203,1.203402455389574e-05,0.00010936896934130524
1204,0.00026600879169967997,0.00024440593575869986
1205,0.00012324812111093612,3.506277902369172e-05
1206,0.00031136149089608297,0.0004356077356822679
1207,1.8674848919619196e-05,1.442389617745574e-06
1208,1.833827674282112e-05,3.1494866875410255e-06
1209,2.111932035541841e-05,4.0772825044573874e-05
1210,3.381913184764337e-08,2.4453335263682632e-06
1211,2.163806375215502e-05,2.1316005332824264e-05
1212,9.377039024229199e-05,4.880446411616251e-05
1213,0.00024159825023711373,0.000101059380709747
1214,2.71238331429427e-05,1.9662434186467567e-05
1215,1.13846521782794e-05,9.32603323094056e-05
1216,2.5702936107262936e-05,2.9138874254521734e-05
1217,1.1058676509778397e-06,5.8537768664587805e-06
1218,2.461489229294535e-05,4.2932539275494104e-06
1219,3.798849875404343e-05,0.0
1220,3.318758976894565e-10,0.0
1221,4.030214778766758e-08,3.1152538597725078e-09
1222,6.367642926044956e-08,1.1125421892458993e-05
2001,2.707572978324004e-05,1.4384422903098368e-06
2002,0.00014320878416959468,1.1468516626086203e-05
2003,5.607467182290065e-08,2.074203060323332e-09
2004,2.2012563500044022e-05,8.543447046568801e-06
2006,5.2331131477266795e-05,3.5470387109418055e-06
2007,8.858295350477613e-05,3.080706239728813e-05
2008,0.0002770311610370726,5.902585917079866e-05
2009,5.5148005145019306e-05,6.455769687965716e-05
2010,3.689291770228476e-07,1.4093969625341453e-06
2011,0.00011092108323854452,2.6282742940841785e-05
2012,4.2565071213865307e-05,1.0725891883075484e-05
2013,6.58218126032427e-08,1.0183260237322399e-07
2014,5.062207546233233e-08,0.0
2015,3.573818643379879e-07,2.3430971993009438e-08
2016,0.0003671364366443507,0.00019822750747703775
2017,3.9841461953484045e-05,0.0
2019,7.264922593669699e-06,5.630701770829051e-06
2020,6.198933509094518e-05,2.7255276789024252e-05
2021,0.0003281446985069059,1.3920792633148409e-05
2022,4.234500461185088e-12,2.8561684929087765e-06
2023,3.661628282379345e-05,8.998074661588179e-05
2024,1.489309185663645e-07,7.692600223937894e-06
2025,0.0002642978130063683,4.462809428479113e-05
2026,3.2939775439330116e-08,5.368052153877546e-09
2027,8.46342058493144e-06,4.9588128732239245e-05
2028,0.00030412687429316325,9.985996526331151e-05
2029,9.901121389629791e-05,6.571777958348152e-06
2030,0.0001976675645221413,1.4448641769316305e-05
2031,0.00012309604762910056,4.571557738686512e-06
2032,9.902479673211752e-05,2.6146205522568025e-06
2033,5.999260288744704e-06,4.99352484718582e-06
2034,9.494973322273221e-07,1.3387692910301786e-05
2035,6.246519564267707e-05,7.227513553122953e-06
2037,2.6358862525530945e-05,7.991237981454374e-05
2038,4.010792161678058e-07,3.783830248339855e-08
2039,0.0002889332923190757,6.757650352523213e-05
2040,0.0002990073029461333,6.273382105029834e-05
2041,9.283140846587497e-17,1.920077302695928e-14
2042,0.0002608963508599656,3.1507549485438516e-05
2043,4.332579386986607e-05,3.493620410005301e-09
2044,0.0002633267024436987,0.0001877014330400577
2045,8.29163200065892e-08,5.821389879219686e-08
2046,6.577149285188165e-05,2.4453462868455456e-05
2047,3.495394920513012e-05,5.603061807744047e-06
2049,5.247001681355964e-08,2.3171826107817166e-09
2050,2.66031472626027e-07,1.4712469878915629e-05
2051,3.0648807495758227e-09,5.182010729222259e-10
2052,0.00021389294014240366,1.5810240886311743e-06
2053,0.0001075758636080947,2.4441926002034306e-07
2054,5.438167178188322e-05,0.00013017313147392978
2055,3.5050819269675285e-08,0.0
2056,1.808463832343814e-05,5.4719414697964915e-05
2057,5.731336963903608e-05,3.119197179748439e-05
2058,2.2736943645001595e-07,1.2535224388265406e-08
2059,1.856487059857218e-16,0.0
2060,7.496897248195519e-06,2.1013480777515274e-06
2061,0.00012611737836642464,1.753771755353614e-05
2062,1.4303565359402656e-07,6.920761534877748e-07
2063,9.719018459052427e-08,5.482925052636538e-07
2064,3.356795723356828e-07,0.0
2065,1.2071756029706496e-07,3.0365596044731584e-08
2066,0.00011135385529564113,0.00016880431750054787
2067,3.893938971628007e-05,0.0001236189613482054
2068,1.556299278186987e-168,2.092336634618894e-06
2069,6.3845983231625174e-06,3.2521763208128095e-06
2070,9.592416808359653e-06,8.997159989052965e-06
2071,1.1038841841229758e-07,4.500701469163439e-10
2072,3.841454389034109e-06,0.0002465813843510694
2073,4.7877070181146304e-05,9.365110435980413e-05
2074,1.7433930223278333e-05,3.223468698932863e-06
2075,2.9600033538026365e-05,0.00030966077374237715
2076,3.579562960948692e-05,6.244259614164951e-05
2077,5.298123527299421e-05,6.102077188155998e-06
2078,1.1060051124571778e-06,2.132123942088941e-07
2079,0.0,0.0
2080,1.7575603767466813e-07,0.0
2081,1.2446864388682063e-07,0.0
2082,1.4224284709277108e-06,1.9944858061122963e-05
2083,3.92299518013431e-08,0.0
2084,6.966892563562536e-05,7.807399808986526e-05
2085,1.4992521491741522e-05,3.4370091469866755e-06
2086,0.0001580432699708689,7.8468215588266e-06
2087,7.058563688197777e-05,7.071175606548495e-06
2088,3.819480874582348e-06,5.0651849505522674e-08
2089,3.460349824261807e-05,0.0
2090,3.87196705547088e-05,5.847042571006472e-05
2091,0.0002786932594590762,0.0006157594067723199
2092,7.990149856361406e-07,1.0859257516224826e-05
2093,2.2354557334213102e-06,1.6985968820522901e-06
2094,7.048085836991402e-05,7.117778092207599e-05
2095,0.0,5.698951437191374e-07
2096,7.967426314932289e-08,2.8648919417482313e-09
2097,2.0197308085819036e-05,0.0
2098,0.00017902037307459113,5.764321726393365e-07
2099,3.115270468522017e-05,7.418877775588942e-05
2100,0.0002940795046119192,4.840385584628019e-05
2101,4.379969453303006e-05,3.485398582433054e-05
2102,0.00016823890067825764,6.763916704717493e-06
2103,4.363650590056694e-05,7.382475436729739e-05
2104,0.00012613398848437048,3.6783151344111454e-05
2105,9.446721700462972e-08,1.0603753047595784e-09
2106,0.0002503297132823491,9.899032807749514e-05
2107,4.51559021930681e-05,2.5205645079282997e-05
2108,1.3801957064010197e-07,6.168404371190385e-12
2109,2.5624732727061874e-08,0.0
2110,5.610166789234344e-06,5.577211405903578e-05
2111,0.0002526303134701817,7.115972419405551e-05
2112,3.030448799458781e-06,0.0
2113,3.8532571036583694e-07,7.231788535188046e-10
2114,1.0430730794570893e-07,2.5783313604143613e-07
2115,1.1842124482428911e-08,0.0
2116,0.00046019451844583024,1.398318906857132e-05
2117,2.7717810703938845e-05,0.00018027121451529655
2118,0.00011509961009772206,9.346285616227944e-06
2119,5.810206236185615e-05,4.0325712930650324e-05
2120,2.8838066806719744e-06,9.358214494011965e-08
2121,3.318913164948542e-05,0.00012841654019609273
2122,4.464698518388252e-12,5.866107848604081e-10
2123,1.7977993595249523e-08,3.591702883210406e-09
2125,0.0003045151834873095,0.00012004759633442737
2126,0.0003031850338399873,0.00011815669718432392
2127,3.9799712727770604e-05,3.3066879669510217e-06
2128,0.0002617265961643796,2.4142219958941405e-05
2129,2.4986142475683203e-05,4.02268472151692e-06
2130,0.0001443247297847241,3.791562205352227e-05
2131,6.186395767894938e-05,5.2912260330057944e-05
2132,4.029794384469784e-05,4.232829233431276e-05
2133,4.322034221209047e-05,1.5349864292461555e-06
2134,1.3215295864365835e-05,2.2385990199819623e-07
2135,0.0001136434143579278,7.217187254464771e-06
2136,2.1134045156171265e-09,8.189583713781349e-09
2138,4.029583569288437e-05,3.225341567952269e-05
2139,4.292174217168982e-08,5.726826155697595e-07
2140,1.0737128892620415e-05,2.0779376909710872e-05
2141,0.00016795692703116454,5.603357380981971e-05
2142,1.3657778639304991e-06,1.336400546516135e-05
2143,3.038798613521598e-05,5.131345810267722e-05
2144,2.174667301321619e-07,0.0
2145,0.00015885635709953419,0.00022894051280018975
2146,1.8444272289355466e-05,1.951650833403515e-05
2147,3.171365662087652e-05,0.00012032835965800264
2148,2.0465409239601833e-07,2.3052175052434863e-08
2149,3.0438294514344596e-05,6.099682345210513e-05
2150,3.701838230521551e-05,3.5812154506876794e-06
2151,1.9558902694036402e-208,1.0325351602934398e-09
2152,0.0001774511436582975,5.10972901264203e-05
2153,5.91963955240172e-10,4.54525537100981e-07
2154,0.00030179011517226205,0.0001717218422330164
2155,1.0034881176832386e-05,2.168244002797181e-07
2156,0.0001771028073027837,3.7818079729830664e-05
2157,6.392334443168694e-05,5.027985405728144e-05
2158,6.535667495047573e-05,0.0001638088531467779
2159,0.00034554022949442886,0.0006658187646418894
2160,0.00044873886892125907,0.0006091177417301238
2161,1.6671103275466592e-05,0.00013500695649136548
2162,4.9761297699811226e-08,5.976909820787338e-06
2164,2.2874040081397523e-05,8.220260869634308e-05
2165,0.00020769594047629784,9.824244039214058e-06
2166,3.980984510919362e-05,2.0094405515872367e-07
2167,3.593774435686855e-07,3.3600347176975376e-08
2168,1.0927330578847087e-07,0.0
2169,2.9110991361195084e-05,7.843501059059684e-06
2170,0.00024683109178289615,0.00019021023617815482
2171,4.076238311508456e-05,7.850102338121675e-05
2172,0.0003696965494703851,0.00015216623058952539
2173,9.595889846306024e-08,9.273520059576981e-07
2174,0.00013079107825680658,0.00011100721285829439
2175,0.00022748271378787913,4.34271708269121e-05
2176,4.93222818387569e-05,2.8087232422770528e-05
2177,1.0723797017646732e-06,0.0
2178,7.82613039572909e-11,0.0
2179,0.0,8.618270319743787e-07
2180,5.4648209403706895e-05,6.781967682288372e-05
2181,1.2347949533512387e-09,1.6800736405360032e-09
2182,2.4967964518729538e-06,6.85448067391688e-09
2183,0.0002153648964188223,1.7535294846319263e-05
2184,0.0004662775056905682,5.7187200309465385e-05
2185,3.340232042341886e-07,3.905492540362534e-08
2186,2.6780122908066165e-05,0.00030371185224725234
2187,0.0002787242758963473,1.2938864867269348e-05
2188,0.00026959525055708454,2.114771134121299e-05
2189,0.0002870547089150609,0.00010924013915929896
2190,1.886744617090895e-05,0.00018975927844471974
2191,7.099003803001486e-05,8.656201877522202e-05
2192,3.814850792328297e-05,0.00022351550619301565
2193,3.711054409324081e-06,2.568054924169299e-05
2194,0.00018373702338456656,1.82943048929836e-05
2195,2.0161278646409043e-05,2.203971890041143e-196
2196,3.211611053860754e-07,7.720189939283508e-08
2197,2.458841801216443e-08,7.806559346685842e-12
2198,0.00016385918037408004,4.9920904655289546e-05
2199,0.00019926790159940713,9.016123991928619e-06
2200,0.00011145473540199693,0.0
2201,1.2300227461821879e-10,0.0
2202,0.00020366143166677294,0.0
2203,1.6269176079438984e-07,1.4037653947734072e-223
2204,4.889466400365702e-06,1.7308024436953682e-05
2205,0.00011535194778582919,2.319085537011348e-05
2206,1.3721121006552025e-10,0.0
2207,2.962507297009337e-07,0.0
2208,2.0403506071703956e-08,1.3428348671856882e-08
2209,0.00025983525721917715,7.404374828297743e-06
2210,6.275283465596682e-07,3.419263439020369e-05
2211,3.1755293637594576e-05,0.00023738789660976542
2212,1.800160278247809e-05,2.6598381846481644e-06
2213,3.979410086236041e-07,1.0041887771678117e-06
2214,2.5106993621877715e-05,2.5721271062513187e-06
2215,2.9144619584577346e-06,2.241260328799811e-07
2216,0.00022678336477048743,7.805017861855955e-06
2217,1.710781045743907e-05,1.0433757259319168e-06
2218,8.433745488697529e-08,9.35519924588305e-06
2219,8.804755112724823e-07,2.711500857111466e-07
2220,3.1716362881434414e-07,0.0
2221,1.0953910898385e-07,0.0
2222,6.248713750749088e-05,0.00012100623555947904
2223,0.00010867166333142023,0.0001541096989601164
2224,3.014401907924536e-181,0.0
2225,1.8655163413760914e-08,4.1751541920755325e-09
2226,0.00031611333860199527,0.00023064350307720828
2227,3.1977776978071337e-07,1.2746037823349688e-05
2228,0.00024138308101695277,9.150479549517526e-05
2229,1.5965785579954716e-06,1.2531849583397339e-05
2230,0.00032705512883229984,0.0005004311377980366
2231,8.236081640665943e-08,1.0772922795232797e-06
2232,2.8064655143567144e-05,0.0
2233,1.955719631612995e-07,1.1496848206910756e-05
2234,2.5694311990833024e-08,1.9984017111998257e-08
2235,0.00022859803886534423,3.6983104860095003e-06
2236,1.8559506835962698e-05,3.869739593647219e-05
2237,4.905272809614281e-05,0.00017617638583174795
2238,3.8153544037132064e-08,1.1810899133656342e-09
2239,1.8001355756170754e-08,3.8792223393201544e-08
2240,7.777923784991104e-06,1.2681765921583651e-05
2241,6.522048552937217e-06,4.384022029563326e-06
2242,9.018428787839738e-05,3.569458349537784e-05
2243,5.373883202655432e-10,3.361909057979494e-08
2244,8.933759516980503e-05,0.00010241665357940056
2245,2.1363702192308153e-06,1.733371443391863e-05
2246,7.169328457078769e-06,0.0
2247,6.332561739630399e-06,2.7927422719515676e-09
2248,7.729881766201223e-08,0.0
2249,0.0001711496034685545,0.0
2250,0.00017169259280030443,1.0850461527908132e-05
2251,1.3318012490644323e-11,5.597196569659155e-09
2252,3.1482822844637663e-06,0.0
2254,9.315821537076182e-08,1.1444366177290035e-08
2255,0.00027125440402434655,2.606111422513528e-06
2256,1.7247377733250087e-05,7.742120901033656e-05
2258,5.7203341090751564e-05,0.0
2259,7.265084465811414e-13,0.0
3001,3.9636912928673496e-07,1.9525694353181906e-08
3002,1.877686795621354e-05,1.67599690746887e-05
3003,9.679217288791363e-07,6.85448067391688e-09
3004,4.319220853771379e-06,5.065515632744892e-05
3005,8.452801987366314e-05,2.7239733477360687e-05
3006,8.818864903030398e-06,4.8401334306573594e-05
3007,0.0001423169852903106,4.577901358329049e-05
3008,2.1335371919275922e-08,5.015673626814491e-07
3009,1.1999839865957828e-07,1.333322215076466e-08
3010,1.523712429209544e-09,1.614860579568529e-09
3011,0.0,6.256245785730963e-07
3012,3.813104324401633e-05,4.103785393290564e-05
3013,3.986445495366244e-09,3.3176784072676926e-06
3014,3.6842034098120896e-08,3.176612243170759e-06
3015,4.906896471828739e-10,0.0
3016,1.5486849463570312e-07,7.258904228696877e-06
3017,0.0002823748438786704,3.941756497135188e-05
3018,1.1919585502074162e-05,3.959156238911332e-06
3019,0.00012462992630582628,0.0
3020,5.9581392064770865e-05,7.998893439825595e-05
3021,2.7522471001506753e-09,0.0
3022,4.422552441645999e-05,1.1280029221570309e-05
3023,2.0908948516753124e-05,2.0533101844720277e-06
3024,5.159430389540063e-05,9.813307563265798e-05
3025,7.141399703399127e-05,0.00010093622968564288
3026,0.0002491838770169449,2.9034637522423545e-05
3027,1.0830955893214302e-07,2.0811039354430782e-08
3028,9.292166762144571e-10,0.0
3029,4.846029915529578e-06,2.0821089289621167e-05
3030,3.6012489275751107e-09,9.275505076291549e-08
3031,9.578408812181351e-06,0.00015254304313580018
3032,0.00040282370463595583,0.0001762297009019938
3033,0.00010701818757169157,3.8640717732727603e-05
3034,5.874798595340519e-07,6.217753642549912e-06
3035,0.00022724096673951112,3.280029730818224e-05
3036,1.3940228894744454e-05,2.5672673664343267e-05
3037,4.464950765572149e-05,0.00024153460300515943
3038,0.00025847009216612105,0.00010638729016162602
3039,6.785857533538193e-226,2.280906482197174e-06
3040,2.9374822852465952e-08,0.0
3041,0.0001565930881275764,1.0220318328611997e-05
3042,0.00014179659207143582,3.245270161537779e-05
3043,8.406353290661282e-07,3.8933254277239406e-08
3044,3.438760956833458e-07,2.3724216619249893e-06
3045,2.361884913363276e-05,5.251725216880362e-05
3046,1.5998191381890335e-06,2.3700414695726733e-05
3047,0.00022988014163287227,0.0
3048,1.287036994399695e-05,1.379896450350933e-07
3049,6.364594127914527e-11,4.216962413220203e-09
3050,0.00032933672792024286,9.8852496950843e-05
3051,0.00013454853453983418,9.202649915778148e-05
3052,0.00022673889459055225,0.0005102991703123532
3053,1.8840141367015525e-05,4.112769044915684e-05
3054,2.1637496000555474e-05,0.00011717743090846111
3055,0.00027589094400586864,0.00019759819855733976
3056,0.0003044822355880892,5.752295115630169e-05
3057,0.0002835369846271102,9.160138000112016e-05
3058,1.6842619473529123e-05,2.714223324786347e-05
3059,0.0003013195117887964,5.431140382241751e-05
3060,7.0237272307249925e-06,0.0
3061,1.3827518405418973e-05,7.109696031797056e-05
3062,4.8481527137509145e-09,1.4222535210559062e-07
3063,6.771426633370683e-05,3.845846013305458e-05
3064,6.353624573862481e-07,2.75880283485504e-06
3065,4.603002215648856e-05,1.3646034013882488e-06
3066,3.379808503496451e-05,9.197839727823987e-06
3067,1.9801510272396035e-05,0.00013402043434791177
3068,0.00014876489283828658,4.5999165613478746e-05
3069,2.5049133446616418e-05,0.0
3070,4.856477826397634e-07,9.37866809738992e-06
3071,2.0052230019405734e-05,2.2749794235040795e-05
3072,3.4370888545081043e-05,1.9589738592186243e-05
3073,6.241589126383472e-07,1.8215863018126578e-07
3074,1.9673116695489578e-05,8.653280166168403e-05
3075,0.00016178408556743112,0.0005231734958515237
3076,0.00033278567686320605,8.874159398774648e-05
3077,2.4290567529418977e-07,5.045760888533899e-09
3078,3.692762869058455e-05,3.1179744106475327e-06
3079,0.0,6.61191567012343e-196
3080,6.785857533538193e-226,0.0
3081,2.7958149709675774e-05,1.2888867674971552e-06
3082,3.3921897762173046e-09,7.63591165360647e-07
3083,5.900962001045163e-07,0.0
3084,1.6169873948388385e-07,1.4037653947734072e-223
3085,5.821031093225796e-05,4.827719159960448e-05
3086,0.00011007364761002183,4.014128525689125e-05
3087,8.894232113449442e-09,9.786202986893615e-11
3089,7.342234602454364e-11,0.0
3090,1.8075530494973456e-05,0.0
3091,1.3215730344319837e-08,0.0
3092,2.1782906329985375e-08,2.2651713573754055e-07
3093,5.924841172019199e-05,5.111122476132136e-05
3094,0.0,0.0
3095,8.432185011585434e-09,7.783527540697231e-12
3096,0.00029128124910160344,0.00017753724414793683
3097,2.8694698710389348e-05,9.224035955083846e-07
3098,8.84086016919877e-05,1.4854324745131941e-05
3099,2.263063661669723e-05,1.0247473909033022e-05
3100,0.00023869556895571647,1.9210646152411952e-05
3101,2.707122981262615e-05,0.00015501190016729962
3102,0.00026427495640293623,1.213181161509055e-05
3103,0.00023611526051602882,0.00011497053388256
3105,3.3921897762173046e-09,0.0
3106,1.3657411520891736e-05,1.1439526760479972e-06
3107,0.0,1.7756748321493388e-199
3108,1.900962695810507e-07,1.9563359740833038e-08
3109,2.8681835588803833e-05,2.2793310062393512e-05
3110,2.1020250221945705e-05,2.1221150102370656e-05
3111,1.724262332702018e-07,8.042934088039647e-09
3112,2.7180105440288987e-09,3.805841469997631e-08
3113,2.1118280252302644e-05,0.00018178390278912309
3114,2.227050146427484e-05,4.75687180647666e-06
3115,0.0002154140908548174,3.305493600742209e-05
