id,pagerank_index
1083,1.8104787751756334e-05
1084,0.00011583448700528265
1085,3.640034847545701e-05
1086,1.6151380588286616e-05
1087,1.1005943485937167e-05
1088,1.2836637587720654e-05
1089,2.2118822549349482e-05
1090,1.3136702038185224e-05
1091,1.2336056478381242e-05
1092,4.9787544791605284e-05
1093,1.178209571551322e-05
1094,1.1005943485937167e-05
1095,1.566133895949143e-05
1096,1.566133895949143e-05
1097,3.0207350137979012e-05
1098,1.2951397231248329e-05
1100,2.143860863352583e-05
1101,1.1830315760225936e-05
1102,1.1005943485937167e-05
1103,3.483669464630511e-05
1105,1.498650070995769e-05
1106,1.4539827871798188e-05
1107,2.8922038090313332e-05
1108,1.2868101675358873e-05
1109,1.2395495181736892e-05
1110,1.1523209649665419e-05
1111,2.245586105806344e-05
1112,1.9061493611950494e-05
1113,0.0001493473146009218
1114,1.2475766927646088e-05
1115,1.1322134179980607e-05
1116,1.1005943485937167e-05
1117,1.1005943485937167e-05
1118,2.7157583767599552e-05
1119,1.3053967505411199e-05
1121,1.3333641222714299e-05
1122,2.0931392627312227e-05
1123,1.6202520592507743e-05
1124,2.2556204314980576e-05
1125,1.1906238694756153e-05
1126,2.3570607423517724e-05
1127,1.3345714741951156e-05
1128,1.781935990438943e-05
1129,3.124720381001393e-05
1130,1.280775487639879e-05
1131,2.1987959260343154e-05
1132,2.3874095578090797e-05
1133,2.4952721242387612e-05
1134,1.8060644319581833e-05
1135,1.86488577626694e-05
1136,1.4235757927681078e-05
1137,1.677525985042521e-05
1138,1.9056413652276096e-05
1140,1.4567051432705821e-05
1141,1.2008783418903621e-05
1142,1.1005943485937167e-05
1143,4.9104453965447146e-05
1144,2.2567991876698125e-05
1145,2.6317240407961522e-05
1146,1.1005943485937167e-05
1147,1.1005943485937167e-05
1148,1.1005943485937167e-05
1149,1.1210454443332426e-05
1150,1.1210454443332426e-05
1151,1.6169588898602877e-05
1152,1.596494250595744e-05
1153,1.1005943485937167e-05
1154,1.1005943485937167e-05
1155,1.674077120434542e-05
1156,1.566133895949143e-05
1157,1.254172283732122e-05
1158,1.260300149726043e-05
1159,8.432255320393787e-05
1160,1.3740737412202756e-05
1161,1.5618577314452657e-05
1162,1.5019824292780796e-05
1163,1.7724460806514527e-05
1164,1.7710655269339055e-05
1165,1.5631164644792432e-05
1166,1.8863388781861873e-05
1167,5.3604252199801675e-05
1168,1.2883397195248546e-05
1169,1.3231794929380558e-05
1170,1.5716088818307957e-05
1171,1.1289639806362258e-05
1172,1.1594300933073765e-05
1173,1.3788511347044505e-05
1174,1.6725044998309956e-05
1175,1.5181116412955968e-05
1176,1.4197254920140482e-05
1177,1.4279803810074079e-05
1178,2.0808701668184284e-05
1179,1.4171028748566696e-05
1180,1.974179997711782e-05
1181,2.0974542117055378e-05
1182,6.886204074535611e-05
1183,2.3330441323372197e-05
1184,2.599513077087741e-05
1185,1.3748479449334768e-05
1186,1.1005943485937167e-05
1187,1.1005943485937167e-05
1188,1.8228558613929587e-05
1189,1.5211322826987741e-05
1190,1.721796402751886e-05
1191,1.3349896414050794e-05
1192,5.399009171229737e-05
1193,1.6135294688379852e-05
1194,1.1005943485937167e-05
1195,1.994374854081833e-05
1196,1.3900174017287062e-05
1197,0.00016436191197230984
1198,1.4648669648574567e-05
1199,2.7204398557708354e-05
1200,2.457721915348277e-05
1201,9.039834894141344e-05
1202,1.6243985678326706e-05
1203,0.00012203938404327997
1204,3.270771859677616e-05
1205,1.6489447596584556e-05
1206,0.0001546112086646662
1207,1.1328098964289565e-05
1208,1.1736814391380986e-05
1209,2.3987253637675745e-05
1210,1.3756858993037413e-05
1211,1.7199556919769178e-05
1212,2.0826588213759974e-05
1213,2.0721472021572938e-05
1214,1.282027062447892e-05
1215,6.486644758315092e-05
1216,2.7821446214696933e-05
1217,1.2816340170027348e-05
1218,1.558754704973178e-05
1219,1.1005943485937167e-05
1220,1.1005943485937167e-05
1221,1.1921092528685995e-05
1222,1.789750551086431e-05
2001,1.1781842731529545e-05
2002,1.2904086304745933e-05
2003,1.1670999982159205e-05
2004,1.6979769684806234e-05
2006,1.1650688586500304e-05
2007,2.6339428962948373e-05
2008,2.063546510214733e-05
2009,2.526732038940714e-05
2010,1.8413730048953454e-05
2011,1.497290421333546e-05
2012,1.2599289256640818e-05
2013,1.1471483033292593e-05
2014,1.1005943485937167e-05
2015,1.8731195495694456e-05
2016,4.6207108772346226e-05
2017,1.1005943485937167e-05
2019,1.452350999404216e-05
2020,2.549338010223272e-05
2021,1.4934058153967966e-05
2022,2.6861929769198385e-05
2023,4.387625587078073e-05
2024,1.2091046549500284e-05
2025,1.4705037860998818e-05
2026,1.3876608154177168e-05
2027,2.8778404597052447e-05
2028,2.37925878549007e-05
2029,1.8880054328070687e-05
2030,2.1832857977016683e-05
2031,1.1670999982159205e-05
2032,1.12650145152683e-05
2033,1.334941597429213e-05
2034,7.552558599137395e-05
2035,1.3344297293846784e-05
2037,3.670953568817704e-05
2038,1.5782497075498827e-05
2039,1.635415855413822e-05
2040,3.46424298254253e-05
2041,1.7989036696268562e-05
2042,2.5359059574969177e-05
2043,2.6321836157080662e-05
2044,3.2716627289015995e-05
2045,1.6311816725621046e-05
2046,2.0833986869715245e-05
2047,1.1524721883186354e-05
2049,1.3297516004723577e-05
2050,2.653302893175425e-05
2051,1.2868101675358873e-05
2052,1.2501670205479213e-05
2053,1.1897425870389644e-05
2054,2.5768655268183028e-05
2055,1.1005943485937167e-05
2056,2.0560327489662636e-05
2057,1.2738098704835611e-05
2058,1.730024197801165e-05
2059,1.1005943485937167e-05
2060,1.3792464038756249e-05
2061,1.4666385255020839e-05
2062,2.4508955254448994e-05
2063,2.1208809098340658e-05
2064,1.1005943485937167e-05
2065,1.7830674599128502e-05
2066,2.6693952705935338e-05
2067,6.787231275592499e-05
2068,1.1082625013868846e-05
2069,1.2144950215984072e-05
2070,1.873216432672858e-05
2071,1.566133895949143e-05
2072,0.0001696505878053418
2073,5.808148600742901e-05
2074,1.1598484696311778e-05
2075,0.00016200369199638923
2076,3.3952366306600866e-05
2077,1.2992629837932206e-05
2078,1.4891471817686544e-05
2079,1.1005943485937167e-05
2080,1.1005943485937167e-05
2081,1.1005943485937167e-05
2082,1.8870301452454552e-05
2083,1.1005943485937167e-05
2084,5.231312382025167e-05
2085,1.4750101020585014e-05
2086,1.195562858456353e-05
2087,1.6893733709035472e-05
2088,1.3333641222714299e-05
2089,1.1005943485937167e-05
2090,4.103969317833672e-05
2091,0.00019732344803532207
2092,1.2672996556192312e-05
2093,1.5113709894331252e-05
2094,3.802275436063206e-05
2095,1.1129986802896415e-05
2096,1.7095045889093494e-05
2097,1.1005943485937167e-05
2098,3.4800389517095315e-05
2099,2.3209765748637887e-05
2100,2.1854236360569335e-05
2101,1.6348544178747724e-05
2102,1.244261608466827e-05
2103,1.7391011079306184e-05
2104,1.3068066372721302e-05
2105,1.4109540468306675e-05
2106,3.9542018561274244e-05
2107,1.3512772083909791e-05
2108,2.5358036117607654e-05
2109,1.1005943485937167e-05
2110,1.8247762886526554e-05
2111,1.6577080762396713e-05
2112,1.1005943485937167e-05
2113,1.5425155836326047e-05
2114,1.354804396675941e-05
2115,1.1005943485937167e-05
2116,1.4888710930518303e-05
2117,0.00011914549248629037
2118,1.2721535764795539e-05
2119,3.638048031089939e-05
2120,1.1953706775871561e-05
2121,5.4435587284173166e-05
2122,1.1837015723988741e-05
2123,3.486136076275543e-05
2125,1.6074395102345178e-05
2126,1.619538859293308e-05
2127,1.2019257034879244e-05
2128,1.310028160639845e-05
2129,1.1717788647708545e-05
2130,2.3754262132118807e-05
2131,1.2872156743544766e-05
2132,2.4964895733167204e-05
2133,1.1735788494071427e-05
2134,1.1855719301312444e-05
2135,1.1251877133023943e-05
2136,2.2570485226586235e-05
2138,2.56471722324301e-05
2139,1.4214696708446492e-05
2140,1.728191927395046e-05
2141,1.204323011509467e-05
2142,1.5213314578204345e-05
2143,6.958231012162556e-05
2144,1.1005943485937167e-05
2145,5.253169713554716e-05
2146,1.6565803040566568e-05
2147,3.74180661360907e-05
2148,1.2713734898061976e-05
2149,1.536099154860676e-05
2150,1.1579189117211566e-05
2151,1.2868101675358873e-05
2152,1.1566520158424082e-05
2153,1.3451541630395762e-05
2154,2.663522477289396e-05
2155,2.0879406561259127e-05
2156,1.755658437391863e-05
2157,2.3015591981425962e-05
2158,5.786060850745345e-05
2159,6.932025072790393e-05
2160,8.389250808430652e-05
2161,0.00010612527131628867
2162,1.4252572788269694e-05
2164,5.938393324208287e-05
2165,1.1288088666152577e-05
2166,1.1969912964848505e-05
2167,1.8054249796142962e-05
2168,1.1005943485937167e-05
2169,1.2783863000942702e-05
2170,2.0689587175878084e-05
2171,8.408508605515593e-05
2172,1.9690855217639985e-05
2173,1.6633856657128733e-05
2174,2.7817755512545566e-05
2175,1.944482988678333e-05
2176,1.9293561778611717e-05
2177,1.1005943485937167e-05
2178,1.1005943485937167e-05
2179,1.7202850778633194e-05
2180,3.089012714547284e-05
2181,1.268807897072211e-05
2182,1.4901224496780463e-05
2183,1.9967317224356518e-05
2184,1.4221405567161684e-05
2185,1.1580549567467903e-05
2186,0.00013229412268489694
2187,1.2286313306905173e-05
2188,1.2679636895095304e-05
2189,2.32140862851943e-05
2190,0.00012651485913181939
2191,1.5233582074851282e-05
2192,3.0471533569862728e-05
2193,2.3497199379865345e-05
2194,1.822896724292059e-05
2195,1.4109540468306675e-05
2196,1.8805642489697163e-05
2197,1.4109540468306675e-05
2198,1.5270018592512588e-05
2199,1.3118954908232065e-05
2200,1.1005943485937167e-05
2201,1.1005943485937167e-05
2202,1.1005943485937167e-05
2203,2.031673443304569e-05
2204,1.7202246731892827e-05
2205,1.4820299543627648e-05
2206,1.1005943485937167e-05
2207,1.1005943485937167e-05
2208,1.204047581339367e-05
2209,1.391872610403473e-05
2210,4.2659414273894736e-05
2211,0.00013267194442705024
2212,1.2004129659718706e-05
2213,1.6317314654336057e-05
2214,1.183782149346006e-05
2215,1.1428755096958537e-05
2216,1.125875223528991e-05
2217,1.3428787201164433e-05
2218,1.1337574357555596e-05
2219,1.4336910006211683e-05
2220,1.1005943485937167e-05
2221,1.1005943485937167e-05
2222,4.8713458945151515e-05
2223,5.431319368282785e-05
2224,1.1005943485937167e-05
2225,1.5707724687785574e-05
2226,3.8383201286408705e-05
2227,1.469487828539634e-05
2228,2.1004533268073983e-05
2229,1.164022413641095e-05
2230,4.1837366802905526e-05
2231,2.4216284121887655e-05
2232,1.1005943485937167e-05
2233,3.186706740033544e-05
2234,1.3513400289633836e-05
2235,1.1217552371098725e-05
2236,3.2945519747739913e-05
2237,0.0001354409713524329
2238,1.2557741977121921e-05
2239,3.488634204761342e-05
2240,1.386513485167006e-05
2241,1.3650701028019718e-05
2242,2.333518198287753e-05
2243,1.2976044899844272e-05
2244,1.9333652652884603e-05
2245,8.030991567804143e-05
2246,1.1005943485937167e-05
2247,1.9049157554184492e-05
2248,1.1005943485937167e-05
2249,1.1005943485937167e-05
2250,1.1871122289494087e-05
2251,1.6633855629065478e-05
2252,1.1005943485937167e-05
2254,1.5075103973932746e-05
2255,1.1490079687292203e-05
2256,1.8768734249473533e-05
2258,1.1005943485937167e-05
2259,1.1005943485937167e-05
3001,1.6991451951935505e-05
3002,1.8009477780686294e-05
3003,1.4901224496780463e-05
3004,3.8554844588758953e-05
3005,5.5350854904804565e-05
3006,4.011835621705753e-05
3007,4.563129115927326e-05
3008,3.097298565799909e-05
3009,1.3003196655794268e-05
3010,2.4925371358380136e-05
3011,4.253935516824647e-05
3012,2.717677707821572e-05
3013,3.328265689132787e-05
3014,1.56055318276491e-05
3015,1.1005943485937167e-05
3016,1.6188431255161347e-05
3017,1.2654862550137314e-05
3018,1.895113200635169e-05
3019,1.1005943485937167e-05
3020,7.479595377020097e-05
3021,1.1005943485937167e-05
3022,1.3119736294620493e-05
3023,1.1622926140793989e-05
3024,2.800473866828396e-05
3025,2.8160547512127895e-05
3026,1.283323494787712e-05
3027,1.370978168935222e-05
3028,1.1005943485937167e-05
3029,2.4154082864733222e-05
3030,2.22234616212885e-05
3031,9.333385164698591e-05
3032,2.0192251499643518e-05
3033,1.5871217426549663e-05
3034,1.1260764061692754e-05
3035,1.4346160892567733e-05
3036,1.5088259126266092e-05
3037,7.517060877732674e-05
3038,1.5686087375068493e-05
3039,1.2025795470771207e-05
3040,1.1005943485937167e-05
3041,1.162937629929246e-05
3042,1.224104930367135e-05
3043,1.756789622460845e-05
3044,1.157209607996472e-05
3045,5.70389675745856e-05
3046,1.5875280490346965e-05
3047,1.1005943485937167e-05
3048,2.48847956525109e-05
3049,2.7697447737731598e-05
3050,1.6420130026892138e-05
3051,1.727520982605916e-05
3052,8.175892226758275e-05
3053,1.861432860819273e-05
3054,6.543464423642897e-05
3055,3.567052292716809e-05
3056,2.387270625490346e-05
3057,3.296590414456526e-05
3058,4.569310592117311e-05
3059,1.4402937443524998e-05
3060,1.1005943485937167e-05
3061,4.477736924260291e-05
3062,1.352565638389943e-05
3063,2.6740598758888307e-05
3064,1.3127522036556266e-05
3065,1.1433986127309905e-05
3066,1.5734210838793644e-05
3067,4.0257940523418415e-05
3068,1.2718828291785917e-05
3069,1.1005943485937167e-05
3070,1.4836839292833859e-05
3071,1.2102459681650377e-05
3072,1.3714977688756075e-05
3073,1.4960286280669163e-05
3074,5.377181608273402e-05
3075,8.836045336679948e-05
3076,4.2882830133473206e-05
3077,1.5385351873320435e-05
3078,1.19072006233089e-05
3079,3.893831632726274e-05
3080,1.1005943485937167e-05
3081,1.4106028340912113e-05
3082,2.0699334314533305e-05
3083,1.1005943485937167e-05
3084,2.031673443304569e-05
3085,2.4250287342067783e-05
3086,2.3949465363340413e-05
3087,1.2868101675358873e-05
3089,1.1005943485937167e-05
3090,1.1005943485937167e-05
3091,1.1005943485937167e-05
3092,1.4604733106195536e-05
3093,2.3643810201890347e-05
3094,1.1005943485937167e-05
3095,1.193702258064802e-05
3096,2.148147181197839e-05
3097,1.287176077583124e-05
3098,1.4705142925398144e-05
3099,2.349824121080814e-05
3100,4.5619162985276417e-05
3101,9.324266615599728e-05
3102,1.1828630625736121e-05
3103,2.326746958538975e-05
3105,1.1005943485937167e-05
3106,1.3268997911705559e-05
3107,2.8918976010658073e-05
3108,1.3980935851072125e-05
3109,1.6549768634683727e-05
3110,2.9482441262583313e-05
3111,1.3036368909531021e-05
3112,3.126530978384782e-05
3113,6.576605565239447e-05
3114,5.212369479327278e-05
3115,1.457244459165125e-05
3116,1.803229183055068e-05
3117,6.631549373846132e-05
3118,4.422352673961235e-05
3119,1.1005943485937167e-05
3120,4.444598167532266e-05
3121,1.6438290929043854e-05
3122,6.239014470808647e-05
3123,1.560919405849402e-05
3124,2.851608795210515e-05
3125,1.1188508014311845e-05
3126,1.1005943485937167e-05
3127,1.1557314552940775e-05
3128,2.4722029457031586e-05
3129,1.2484818581806757e-05
3130,1.5693695988569447e-05
3131,1.3138108242057168e-05
3132,1.1005943485937167e-05
3133,1.2759151206142531e-05
3134,2.4518357565700716e-05
3135,1.4313265759278265e-05
3136,0.00013846420863933826
3137,2.6570131164954838e-05
3138,2.3482603782881114e-05
3139,7.191869973009629e-05
3140,2.1244923144121985e-05
3141,1.2619151886222208e-05
3142,1.947522658707385e-05
3143,1.6363554053201656e-05
3144,4.045865104938871e-05
3145,5.7303237099137195e-05
3146,2.6728620579907218e-05
3147,2.148946762124801e-05
3148,1.870140293546605e-05
3149,1.4109540468306675e-05
3150,1.1132717409475328e-05
3151,1.74102186049369e-05
3152,1.1557677143937035e-05
3153,1.5414677000362388e-05
3154,1.3863321343525793e-05
3155,1.730996815700358e-05
3156,1.1203842885001434e-05
3157,1.2392369132298065e-05
3158,1.2905144238022858e-05
3159,1.1523209649665419e-05
3160,0.0002207511889174361
3161,1.5594907448518214e-05
3162,2.490795811844447e-05
3163,1.2813687962031615e-05
3164,1.1005943485937167e-05
3165,1.1005943485937167e-05
3166,1.4332749523758821e-05
3167,1.1005943485937167e-05
3168,1.1005943485937167e-05
3169,1.5665064213280235e-05
3170,1.1407016001543096e-05
3171,1.1921838404687723e-05
3172,1.4057494274634721e-05
3173,2.190050114051463e-05
3174,1.3685688396206038e-05
3175,1.4280945825105614e-05
3176,3.333121747703999e-05
3177,2.071704004124602e-05
3178,1.5440468286746644e-05
3179,1.549372071454131e-05
3180,5.216600732686963e-05
3181,1.1005943485937167e-05
3182,1.1005943485937167e-05
3183,2.213595194471642e-05
3184,1.8131842070128192e-05
3185,1.2645480343287308e-05
3186,1.1005943485937167e-05
3187,5.862632346496231e-05
3188,3.733586816611211e-05
3189,3.810664784738167e-05
3190,1.1781842731529545e-05
3191,1.5318129243716845e-05
3192,1.504816535631518e-05
3193,1.3433095832912195e-05
3194,1.1005943485937167e-05
3195,1.895884193943845e-05
3196,1.1005943485937167e-05
3197,3.570023054738615e-05
3198,4.8327833755861586e-05
3199,1.501173484558377e-05
3200,1.4576206382678209e-05
3201,1.1503367083441436e-05
3202,1.1656884051643275e-05
3203,2.226890818483027e-05
3204,1.3071735330180063e-05
3205,1.57464731151623e-05
3206,2.003033811911725e-05
3208,3.5878529614135226e-05
3209,1.1770816800469833e-05
3210,1.868184240731191e-05
3211,1.4781007829619695e-05
3212,1.1005943485937167e-05
3213,1.5234691415021716e-05
3214,1.1005943485937167e-05
3215,5.146465317047795e-05
3216,2.1781765228063587e-05
3217,1.3501990819788532e-05
3218,1.6660395964591735e-05
3219,1.5078344437704141e-05
3220,6.757246577539449e-05
3221,5.771521885310941e-05
3222,1.1350400185047369e-05
3223,1.956526274318093e-05
3224,1.711956575008121e-05
3225,1.5214343555903895e-05
3226,1.4336079452492865e-05
3227,2.5411571677125903e-05
3228,2.2346604810614757e-05
3229,1.5815313604735584e-05
3230,1.4006517404251941e-05
3231,3.276130652619658e-05
3232,1.7144341850477397e-05
3233,1.2751488395890625e-05
3234,1.1443056570302633e-05
3235,1.1547725313925307e-05
3236,3.7899574885482816e-05
3237,5.514994090761366e-05
3238,2.23955295478244e-05
3239,2.221755049960724e-05
3240,1.2167166381458613e-05
3241,1.1005943485937167e-05
3242,2.6156357099917106e-05
3243,3.4795730476583737e-05
3244,1.164466483424244e-05
3245,1.1113902695779788e-05
3246,2.5467892305308976e-05
3247,1.2663865435349468e-05
3248,3.258828255155046e-05
3249,2.345917365765002e-05
3250,1.1005943485937167e-05
3251,1.18172719918881e-05
3252,2.1187755295217224e-05
3253,2.7726655031188783e-05
3254,1.1852379026583397e-05
3255,2.613363416129243e-05
3256,1.9600145773309394e-05
3257,1.1005943485937167e-05
3258,1.9472679957634772e-05
3259,1.242008298351355e-05
3260,2.031673443304569e-05
3261,2.9518874587584863e-05
3262,1.3973248805433385e-05
3263,3.686442683849329e-05
3264,1.8514378093449777e-05
3265,1.4768982895773464e-05
3266,1.1005943485937167e-05
3267,2.613363416129243e-05
3268,1.155533618396631e-05
3269,2.3298976858569867e-05
3270,1.5155027116409691e-05
3271,1.7099117524640275e-05
3272,2.056710830550268e-05
3273,2.515144897297961e-05
3274,1.328354171341624e-05
3275,1.4864786214872633e-05
3276,1.3916440782669477e-05
3277,2.044355488464022e-05
3278,5.2108977434522504e-05
3279,1.1005943485937167e-05
3280,2.185647293971741e-05
3281,1.8019180534450235e-05
3282,1.2948325974726072e-05
3283,1.3333641222714299e-05
3284,1.3669103521439841e-05
3285,1.4751639232194319e-05
3286,4.3730610204161535e-05
3287,1.1005943485937167e-05
3288,1.3252720971643756e-05
3289,1.4980694555217424e-05
3290,1.8984127989529206e-05
3291,1.2642368257424016e-05
3292,1.1825336270289178e-05
3293,1.4109540468306675e-05
3294,2.3503336372442112e-05
3295,3.081573069387573e-05
3296,1.4109540468306675e-05
3297,2.037639750978102e-05
3298,1.90593838827714e-05
3299,1.6602148061913585e-05
3300,5.407703524157938e-05
3301,1.851962045510921e-05
4002,1.2618404428578617e-05
4003,2.2121938780452505e-05
4004,1.7734951763809292e-05
4005,4.5380182995633955e-05
4006,1.2260139397572859e-05
4007,1.1005943485937167e-05
4008,1.1005943485937167e-05
4009,1.5035071483808414e-05
4010,1.5470224947525026e-05
4011,1.7362862243015245e-05
4012,1.6183334951829108e-05
4013,4.603663054927622e-05
4014,7.109146131653819e-05
4015,4.963481071316202e-05
4016,2.2056318121104922e-05
4017,1.5310249809895555e-05
4018,1.2484082337091598e-05
4019,2.1559466889471852e-05
4020,1.2679575926991341e-05
4021,1.308064163441292e-05
4022,2.3011121672136193e-05
4023,1.2557741977121921e-05
4024,2.4429049376117598e-05
4025,1.2810011827824123e-05
4026,1.208501080296465e-05
4027,1.8057432942470435e-05
4028,5.321939713589138e-05
4030,1.3759254974633925e-05
4031,1.1005943485937167e-05
4032,2.595985881587267e-05
4033,1.3799196566785596e-05
4036,2.3896594009084914e-05
4037,1.1370146736167543e-05
4038,2.455398059496382e-05
4039,1.4471796238584799e-05
4040,1.281598526609717e-05
4041,1.566133895949143e-05
4043,2.386942414094483e-05
4044,1.4779808909348967e-05
4046,1.2384641097821201e-05
4047,1.1005943485937167e-05
4048,1.466881226638367e-05
4049,1.6175378399425506e-05
4050,1.1005943485937167e-05
4051,1.3484331026182998e-05
4052,1.2286013527925501e-05
4053,1.674077120434542e-05
4054,1.4771869015137733e-05
4055,1.1005943485937167e-05
4056,3.258000425237026e-05
4057,2.6513073936901084e-05
4058,1.1852379026583397e-05
4059,1.8888979258820184e-05
4060,2.8918976010658073e-05
4061,2.4451317950165528e-05
4062,2.032885575686827e-05
4063,3.803950118427486e-05
4064,2.0207987541048768e-05
4065,1.631519593756482e-05
4066,1.1005943485937167e-05
4067,3.979968513618134e-05
4068,2.053956294980703e-05
4069,1.3061373390957716e-05
4070,1.2067633120940626e-05
4071,2.470487686332332e-05
4072,2.8645517302649573e-05
4073,1.4799498563275903e-05
4074,6.240142649754819e-05
4075,1.6234975947326986e-05
4076,1.889295135280575e-05
4077,1.790523979351865e-05
4078,1.3417232308014858e-05
4079,1.1005943485937167e-05
4080,2.2955073556374746e-05
4081,1.6506601070853976e-05
4082,1.1784822327525689e-05
4083,2.9839225933297885e-05
4084,5.8534523187643706e-05
4085,1.798847680282717e-05
4086,1.3732028140854503e-05
4087,1.5779223030126098e-05
4088,1.6148423292892727e-05
4089,1.8080662086740908e-05
4090,1.8154031101557235e-05
4091,1.1005943485937167e-05
4092,1.1958757644518422e-05
4093,4.3969078882914874e-05
4094,1.1301506989897705e-05
4095,1.3821007205828216e-05
4096,1.3136244434806417e-05
4097,4.916568358100832e-05
4098,1.3945731036195689e-05
4099,1.1005943485937167e-05
4100,1.4728485314261072e-05
4101,2.932029024620047e-05
4102,1.9513437594078802e-05
4103,3.573536790584112e-05
4104,1.8547454788661826e-05
4105,1.2160718345378173e-05
4106,4.087298784694088e-05
4107,1.4333243790125533e-05
4108,1.3036446248684372e-05
4109,4.405483520783318e-05
4110,1.1005943485937167e-05
4111,4.940013078165646e-05
4112,1.929030981490776e-05
4113,1.288407686692875e-05
4114,3.234472250452108e-05
4115,2.683149772526473e-05
4116,1.3331055694934873e-05
4117,1.3784653922431145e-05
4118,1.1005943485937167e-05
4119,1.5233924883371964e-05
4120,1.2169792354325733e-05
4121,1.245478497376836e-05
4122,1.1527523636335813e-05
4123,1.290261102741478e-05
4124,3.680899601452274e-05
4125,3.444347766980946e-05
4126,4.306773698671526e-05
4127,1.5389953426675356e-05
4128,1.4299193179036305e-05
4129,1.1005943485937167e-05
4130,1.4268872625779225e-05
4131,1.6340931281630448e-05
4132,1.2917552725406585e-05
4133,5.678579666651244e-05
4134,5.703488618927393e-05
4135,1.4539135592680614e-05
4136,1.3081368764953505e-05
4137,1.335597274704476e-05
4138,1.1385940466253121e-05
4139,1.1781842731529545e-05
4140,1.2154400061272591e-05
4141,4.1990772014272384e-05
4142,2.0756743660915436e-05
4143,1.2336056478381242e-05
4144,1.4985250827024235e-05
4145,1.699277407549857e-05
4146,1.1005943485937167e-05
4147,7.229877294871551e-05
4148,2.6869590638798375e-05
4149,1.4558995530284604e-05
4150,1.1005943485937167e-05
4151,1.7354396058178187e-05
4152,1.7634762011520487e-05
4153,1.6561536088549193e-05
4154,1.2725514173263155e-05
4155,1.7887770045435623e-05
4157,1.221542171371739e-05
4158,4.786132454734652e-05
4159,1.2188893847965985e-05
4160,5.6416894274592044e-05
4161,1.2947038597440034e-05
4162,1.4109540468306675e-05
4163,1.1801410319991757e-05
4164,1.2169792354325733e-05
4165,3.199269529387022e-05
4166,6.745762055526047e-05
4167,1.2336056478381242e-05
4168,1.1005943485937167e-05
4169,1.1005943485937167e-05
4170,1.3323878638932495e-05
4171,5.013455782666908e-05
4172,1.1824779669096809e-05
4173,1.1005943485937167e-05
4174,1.2008783418903621e-05
4175,1.2868101675358873e-05
4176,1.4109540468306675e-05
4177,1.9646241327664393e-05
4178,1.4546879184317922e-05
4179,1.380590835142668e-05
4180,1.3075008140850173e-05
4181,1.3197732824265684e-05
4182,1.2086424855812495e-05
4183,4.0250075765764935e-05
4184,1.515034882148686e-05
4185,1.3668875057772438e-05
4186,1.6938755033848665e-05
4187,1.7681339619913808e-05
4188,1.861217490299404e-05
4189,1.2379449972255226e-05
4190,1.931532534860586e-05
4191,1.3687048488357155e-05
4192,3.776065975891832e-05
4193,2.773650070765805e-05
4194,1.4619739025711643e-05
4195,4.26153478847659e-05
4196,3.213328576562618e-05
4197,1.1005943485937167e-05
4198,1.3892182360600018e-05
4199,1.3449854269059413e-05
